question_id,subjects
946,"['Maths', 'Data and Statistics', 'Block Graphs and Bar Charts', 'Data Representation']"
755,"['Maths', 'Number', 'Basic Arithmetic', 'Written Division']"
1350,"['Maths', 'Number', 'Decimals', 'Ordering Decimals', 'Adding and Subtracting with Decimals']"
8,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Addition and Subtraction']"
773,"['Maths', 'Number', 'Basic Arithmetic', 'Written Subtraction']"
664,"['Maths', 'Data and Statistics', 'Averages (mean, median, mode) from a List of Data', 'Data Processing']"
333,"['Maths', 'Number', 'Fractions', 'Ordering Fractions']"
1403,"['Maths', 'Geometry and Measure', 'Angles', 'Basic Angle Facts (straight line, opposite, around a point, etc)']"
321,"['Maths', 'Number', 'Ratio', 'Writing Ratios']"
578,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Multiplication and Division']"
1773,"['Maths', 'Number', 'BIDMAS', 'Basic Arithmetic']"
238,"['Maths', 'Geometry and Measure', 'Perimeter', 'Perimeter and Area']"
1453,"['Maths', 'Number', 'Percentages', 'Percentages of an Amount']"
892,"['Maths', 'Geometry and Measure', 'Angles', 'Angles in Triangles']"
765,"['Maths', 'Number', 'Fractions', 'Adding and Subtracting Fractions']"
1618,"['Maths', 'Algebra', 'Sequences', 'Linear Sequences (nth term)']"
2,"['Maths', 'Number', 'Basic Arithmetic', 'Written Multiplication']"
783,"['Maths', 'Number', 'BIDMAS', 'Basic Arithmetic']"
1029,"['Maths', 'Number', 'Basic Arithmetic', 'Written Multiplication']"
970,"['Maths', 'Number', 'Factors, Multiples and Primes', 'Prime Numbers and Prime Factors']"
607,"['Maths', 'Geometry and Measure', 'Units of Measurement', 'Time']"
1719,"['Maths', 'Data and Statistics', 'Block Graphs and Bar Charts', 'Data Representation']"
600,"['Maths', 'Number', 'Fractions, Decimals and Percentage Equivalence', 'Converting between Fractions and Decimals', 'Recurring Decimals to Fractions']"
1065,"['Maths', 'Number', 'Fractions', 'Ordering Fractions', 'Adding and Subtracting Fractions']"
1135,"['Maths', 'Number', 'Fractions', 'Ordering Fractions']"
337,"['Maths', 'Number', 'Basic Arithmetic', 'Written Multiplication']"
1334,"['Maths', 'Geometry and Measure', 'Types, Naming and Estimating', 'Angles', 'Measuring Angles']"
1672,"['Maths', 'Algebra', 'Sequences', 'Linear Sequences (nth term)']"
1238,"['Maths', 'Number', 'Basic Arithmetic', 'Place Value']"
1231,"['Maths', 'Number', 'Basic Arithmetic', 'Place Value', 'Written Subtraction']"
597,"['Maths', 'Number', 'Decimals', 'Ordering Decimals']"
1093,"['Maths', 'Number', 'Fractions', 'Dividing Fractions']"
1726,"['Maths', 'Algebra', 'Sequences', 'Linear Sequences (nth term)']"
311,"['Maths', 'Geometry and Measure', 'Units of Measurement', 'Time']"
1225,"['Maths', 'Number', 'Fractions', 'Dividing Fractions']"
219,"['Maths', 'Geometry and Measure', 'Perimeter and Area', 'Missing Lengths']"
649,"['Maths', 'Geometry and Measure', 'Basic Trigonometry', 'Right-angled Triangles (SOHCAHTOA)']"
234,"['Maths', 'Data and Statistics', 'Pie Chart', 'Data Representation']"
485,"['Maths', 'Algebra', 'Writing and Simplifying Expressions', 'Multiplying Terms', 'Dividing Terms']"
948,"['Maths', 'Geometry and Measure', 'Units of Measurement', 'Time']"
1586,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Multiplication and Division']"
1725,"['Maths', 'Geometry and Measure', 'Angles', 'Basic Angle Facts (straight line, opposite, around a point, etc)']"
662,"['Maths', 'Geometry and Measure', 'Types, Naming and Estimating', 'Angles']"
1328,"['Maths', 'Data and Statistics', 'Data Collection', 'Tally Charts']"
1307,"['Maths', 'Data and Statistics', 'Block Graphs and Bar Charts', 'Data Representation']"
455,"['Maths', 'Data and Statistics', 'Block Graphs and Bar Charts', 'Data Representation']"
38,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Multiplication and Division']"
1115,"['Maths', 'Number', 'Percentages', 'Percentages of an Amount']"
37,"['Maths', 'Geometry and Measure', 'Translation and Vectors', 'Transformations']"
1448,"['Maths', 'Algebra', 'Co-ordinates', 'Co-ordinates-Others']"
216,"['Maths', 'Algebra', 'Co-ordinates', 'Naming Co-ordinates in 2D']"
412,"['Maths', 'Algebra', 'Co-ordinates', 'Co-ordinates-Others']"
1423,"['Maths', 'Number', 'Factors, Multiples and Primes', 'Factors and Highest Common Factor']"
20,"['Maths', 'Algebra', 'Substitution into Formula', 'Formula']"
1412,"['Maths', 'Geometry and Measure', 'Rotation', 'Transformations']"
159,"['Maths', 'Geometry and Measure', 'Angles', 'Angle Facts with Parallel Lines']"
845,"['Maths', 'Number', 'Rounding and Estimating', 'Rounding to the Nearest Whole (10, 100, etc)']"
494,"['Maths', 'Geometry and Measure', 'Reflection', 'Transformations']"
564,"['Maths', 'Geometry and Measure', 'Reflection', 'Translation and Vectors', 'Transformations']"
955,"['Maths', 'Algebra', 'Writing and Simplifying Expressions', 'Writing Expressions']"
1125,"['Maths', 'Algebra', 'Writing and Simplifying Expressions', 'Writing Expressions']"
1504,"['Maths', 'Number', 'Indices, Powers and Roots', 'Laws of Indices']"
39,"['Maths', 'Geometry and Measure', 'Volume and Surface Area', 'Surface Area of Prisms']"
57,"['Maths', 'Geometry and Measure', 'Volume and Surface Area', 'Surface Area of Prisms']"
330,"['Maths', 'Geometry and Measure', 'Circles', 'Sectors of a Circle']"
1142,"['Maths', 'Number', 'Fractions', 'Converting Mixed Number and Improper Fractions']"
1196,"['Maths', 'Number', 'Fractions', 'Adding and Subtracting Fractions']"
697,"['Maths', 'Number', 'Fractions', 'Dividing Fractions']"
575,"['Maths', 'Algebra', 'Straight Line Graphs', 'Plotting Lines from Tables of Values']"
1195,"['Maths', 'Algebra', 'Cubics and Reciprocals', 'Other Graphs']"
1059,"['Maths', 'Algebra', 'Straight Line Graphs', 'Plotting Lines from Tables of Values']"
417,"['Maths', 'Number', 'Indices, Powers and Roots', 'Standard Form']"
224,"['Maths', 'Number', 'Indices, Powers and Roots', 'Standard Form']"
784,"['Maths', 'Algebra', 'Expanding Brackets', 'Expanding Triple Brackets and more']"
1402,"['Maths', 'Algebra', 'Expanding Brackets', 'Expanding Triple Brackets and more']"
1299,"['Maths', 'Algebra', 'Co-ordinates', 'Midpoint Between Two Co-ordinates']"
1320,"['Maths', 'Algebra', 'Straight Line Graphs', 'Co-ordinate Geometry with Straight Lines']"
1120,"['Maths', 'Algebra', 'Straight Line Graphs', 'Gradient as change in y over change in x']"
1642,"['Maths', 'Algebra', 'Trial and Improvement and Iterative Methods', 'Solving Equations']"
325,"['Maths', 'Algebra', 'Trial and Improvement and Iterative Methods', 'Solving Equations']"
1237,"['Maths', 'Algebra', 'Trial and Improvement and Iterative Methods', 'Solving Equations']"
66,"['Maths', 'Algebra', 'Trial and Improvement and Iterative Methods', 'Solving Equations']"
939,"['Maths', 'Algebra', 'Linear Equations', 'Solving Equations']"
460,"['Maths', 'Algebra', 'Linear Equations', 'Solving Equations']"
74,"['Maths', 'Algebra', 'Straight Line Graphs', 'Finding the Equation of a Line']"
299,"['Maths', 'Algebra', 'Factorising', 'Completing the Square']"
726,"['Maths', 'Algebra', 'Real Life Graphs', 'Other Graphs']"
1537,"['Maths', 'Algebra', 'Real Life Graphs', 'Other Graphs']"
391,"['Maths', 'Algebra', 'Real Life Graphs', 'Other Graphs']"
1092,"['Maths', 'Number', 'Surds', 'Simplifying Surds']"
172,"['Maths', 'Number', 'Surds', 'Rationalising the Denominator']"
530,"['Maths', 'Number', 'Percentages', 'Percentages of an Amount']"
1004,"['Maths', 'Number', 'Percentages', 'Percentage Increase and Decrease']"
158,"['Maths', 'Algebra', 'Solving Equations', 'Function Machines']"
876,"['Maths', 'Geometry and Measure', 'Angles', 'Angles in Triangles']"
500,"['Maths', 'Geometry and Measure', 'Angles', 'Angles in Polygons']"
891,"['Maths', 'Number', 'Negative Numbers', 'Ordering Negative Numbers']"
6,"['Maths', 'Number', 'Rounding and Estimating', 'Rounding to Decimal Places']"
425,"['Maths', 'Number', 'Basic Arithmetic', 'Written Division']"
1434,"['Maths', 'Number', 'Basic Arithmetic', 'Written Multiplication']"
236,"['Maths', 'Number', 'Factors, Multiples and Primes', 'Prime Numbers and Prime Factors']"
200,"['Maths', 'Number', 'Basic Arithmetic', 'Place Value']"
1515,"['Maths', 'Number', 'Factors, Multiples and Primes', 'Multiples and Lowest Common Multiple']"
633,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Addition and Subtraction']"
366,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Multiplication and Division']"
1249,"['Maths', 'Number', 'Basic Arithmetic', 'Place Value']"
628,"['Maths', 'Number', 'Basic Arithmetic', 'Place Value']"
893,"['Maths', 'Number', 'Basic Arithmetic', 'Place Value']"
1485,"['Maths', 'Number', 'Negative Numbers', 'Adding and Subtracting Negative Numbers']"
1013,"['Maths', 'Number', 'Rounding and Estimating', 'Rounding to the Nearest Whole (10, 100, etc)']"
1450,"['Maths', 'Number', 'Rounding and Estimating', 'Rounding to the Nearest Whole (10, 100, etc)']"
701,"['Maths', 'Number', 'Basic Arithmetic', 'Roman Numerals']"
1588,"['Maths', 'Algebra', 'Sequences', 'Linear Sequences (nth term)']"
903,"['Maths', 'Number', 'Basic Arithmetic', 'Place Value']"
1025,"['Maths', 'Number', 'Basic Arithmetic', 'Place Value']"
729,"['Maths', 'Number', 'Rounding and Estimating', 'Rounding to the Nearest Whole (10, 100, etc)']"
700,"['Maths', 'Number', 'Basic Arithmetic', 'Place Value']"
1169,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Addition and Subtraction']"
1730,"['Maths', 'Number', 'Negative Numbers', 'Adding and Subtracting Negative Numbers']"
478,"['Maths', 'Number', 'Basic Arithmetic', 'Place Value']"
924,"['Maths', 'Number', 'Basic Arithmetic', 'Place Value']"
1520,"['Maths', 'Number', 'Basic Arithmetic', 'Place Value']"
598,"['Maths', 'Number', 'Basic Arithmetic', 'Place Value']"
432,"['Maths', 'Number', 'Basic Arithmetic', 'Place Value']"
1074,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Addition and Subtraction']"
1638,"['Maths', 'Number', 'Basic Money', 'Money']"
1524,"['Maths', 'Number', 'Basic Money', 'Money']"
1322,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Multiplication and Division']"
805,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Multiplication and Division']"
796,"['Maths', 'Number', 'Basic Arithmetic', 'Written Multiplication']"
1493,"['Maths', 'Number', 'Basic Arithmetic', 'Written Multiplication']"
189,"['Maths', 'Number', 'Basic Arithmetic', 'Written Subtraction']"
1769,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Multiplication and Division']"
721,"['Maths', 'Number', 'Basic Arithmetic', 'Counting']"
1288,"['Maths', 'Number', 'Basic Arithmetic', 'Counting']"
1652,"['Maths', 'Geometry and Measure', 'Properties of Polygons', '2D Names and Properties of Shapes']"
691,"['Maths', 'Number', 'Basic Arithmetic', 'Counting']"
1722,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Addition and Subtraction', 'Mental Multiplication and Division']"
411,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Multiplication and Division']"
1133,"['Maths', 'Number', 'BIDMAS', 'Basic Arithmetic']"
152,"['Maths', 'Number', 'Fractions', 'Fractions of an Amount']"
529,"['Maths', 'Number', 'Fractions', 'Fractions of an Amount']"
256,"['Maths', 'Number', 'Fractions', 'Fractions of an Amount']"
979,"['Maths', 'Number', 'Fractions', 'Fractions of an Amount']"
790,"['Maths', 'Number', 'Fractions', 'Fractions of an Amount']"
558,"['Maths', 'Number', 'Percentages', 'Percentage Increase and Decrease']"
95,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Multiplication and Division']"
1138,"['Maths', 'Number', 'Basic Arithmetic', 'Place Value']"
553,"['Maths', 'Number', 'Basic Arithmetic', 'Place Value']"
1139,"['Maths', 'Number', 'Percentages', 'Percentages of an Amount']"
111,"['Maths', 'Number', 'Fractions', 'Fractions of an Amount', 'Simplifying Fractions']"
301,"['Maths', 'Number', 'Fractions', 'Fractions of an Amount', 'Simplifying Fractions']"
121,"['Maths', 'Number', 'Basic Arithmetic', 'Place Value']"
1088,"['Maths', 'Number', 'Basic Arithmetic', 'Place Value']"
1444,"['Maths', 'Number', 'Basic Arithmetic', 'Place Value']"
1380,"['Maths', 'Geometry and Measure', 'Angles', 'Bearings']"
1395,"['Maths', 'Number', 'Basic Arithmetic', 'Place Value']"
992,"['Maths', 'Number', 'Basic Arithmetic', 'Place Value']"
422,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Addition and Subtraction']"
357,"['Maths', 'Number', 'Basic Arithmetic', 'Written Subtraction']"
1592,"['Maths', 'Number', 'Basic Arithmetic', 'Written Subtraction']"
233,"['Maths', 'Number', 'Rounding and Estimating', 'Rounding to the Nearest Whole (10, 100, etc)']"
206,"['Maths', 'Number', 'Basic Arithmetic', 'Place Value']"
1383,"['Maths', 'Number', 'Rounding and Estimating', 'Rounding to the Nearest Whole (10, 100, etc)']"
141,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Addition and Subtraction']"
405,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Addition and Subtraction']"
1254,"['Maths', 'Number', 'Basic Arithmetic', 'Written Subtraction']"
1567,"['Maths', 'Number', 'Basic Arithmetic', 'Written Subtraction']"
901,"['Maths', 'Number', 'Basic Money', 'Money']"
775,"['Maths', 'Number', 'Fractions', 'Adding and Subtracting Fractions']"
1248,"['Maths', 'Number', 'Fractions', 'Ordering Fractions']"
31,"['Maths', 'Number', 'Fractions', 'Adding and Subtracting Fractions']"
1175,"['Maths', 'Number', 'Ratio', 'Scale Drawing and Maps']"
362,"['Maths', 'Number', 'BIDMAS', 'Basic Arithmetic']"
987,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Addition and Subtraction']"
495,"['Maths', 'Geometry and Measure', 'Properties of Quadrilaterals', '2D Names and Properties of Shapes']"
1576,"['Maths', 'Geometry and Measure', '3D Shapes', 'Names and Properties of 3D Shapes']"
473,"['Maths', 'Number', 'Basic Money', 'Money']"
925,"['Maths', 'Number', 'Negative Numbers', 'Ordering Negative Numbers']"
1494,"['Maths', 'Number', 'Rounding and Estimating', 'Rounding to the Nearest Whole (10, 100, etc)']"
251,"['Maths', 'Number', 'Decimals', 'Adding and Subtracting with Decimals']"
1308,"['Maths', 'Geometry and Measure', 'Types, Naming and Estimating', 'Angles']"
399,"['Maths', 'Number', 'Fractions', 'Fractions of an Amount']"
935,"['Maths', 'Number', 'Percentages', 'Percentages of an Amount']"
1268,"['Maths', 'Number', 'Fractions, Decimals and Percentage Equivalence', 'Converting between Decimals and Percentages']"
135,"['Maths', 'Number', 'Percentages', 'Percentages of an Amount']"
290,"['Maths', 'Number', 'Percentages', 'Percentages of an Amount']"
619,"['Maths', 'Number', 'Basic Arithmetic', 'Place Value']"
629,"['Maths', 'Number', 'Basic Arithmetic', 'Place Value']"
243,"['Maths', 'Geometry and Measure', 'Types, Naming and Estimating', 'Angles']"
1110,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Addition and Subtraction']"
244,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Addition and Subtraction']"
335,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Addition and Subtraction']"
395,"['Maths', 'Number', 'Basic Arithmetic', 'Place Value']"
80,"['Maths', 'Number', 'Basic Arithmetic', 'Place Value']"
1337,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Addition and Subtraction']"
1023,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Addition and Subtraction']"
958,"['Maths', 'Geometry and Measure', 'Properties of Polygons', '2D Names and Properties of Shapes']"
108,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Addition and Subtraction']"
696,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Addition and Subtraction']"
1077,"['Maths', 'Number', 'Basic Arithmetic', 'Place Value']"
1428,"['Maths', 'Number', 'Basic Arithmetic', 'Place Value']"
1095,"['Maths', 'Number', 'Negative Numbers', 'Adding and Subtracting Negative Numbers']"
1707,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Addition and Subtraction']"
1762,"['Maths', 'Geometry and Measure', '3D Shapes', 'Names and Properties of 3D Shapes']"
1597,"['Maths', 'Geometry and Measure', 'Angles', 'Basic Angle Facts (straight line, opposite, around a point, etc)', 'Angles in Triangles']"
865,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Multiplication and Division']"
650,"['Maths', 'Number', 'Factors, Multiples and Primes', 'Multiples and Lowest Common Multiple']"
1499,"['Maths', 'Number', 'Factors, Multiples and Primes', 'Multiples and Lowest Common Multiple']"
694,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Multiplication and Division']"
1671,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Multiplication and Division']"
1341,"['Maths', 'Geometry and Measure', 'Symmetry', 'Line Symmetry']"
453,"['Maths', 'Algebra', 'Straight Line Graphs', 'Geometry and Measure', 'Basic Trigonometry', 'Gradient as change in y over change in x', 'Right-angled Triangles (SOHCAHTOA)']"
531,"['Maths', 'Number', 'Fractions', 'Dividing Fractions']"
638,"['Maths', 'Geometry and Measure', 'Angles', 'Angles in Triangles']"
538,"['Maths', 'Geometry and Measure', 'Volume and Surface Area', 'Surface Area of Prisms']"
204,"['Maths', 'Number', 'Negative Numbers', 'Ordering Negative Numbers']"
1075,"['Maths', 'Number', 'Basic Arithmetic', 'Place Value']"
1372,"['Maths', 'Number', 'Rounding and Estimating', 'Estimation']"
1286,"['Maths', 'Number', 'Decimals', 'Adding and Subtracting with Decimals']"
12,"['Maths', 'Number', 'Decimals', 'Adding and Subtracting with Decimals']"
1717,"['Maths', 'Geometry and Measure', 'Perimeter and Area', 'Missing Lengths']"
131,"['Maths', 'Number', 'BIDMAS', 'Basic Arithmetic']"
562,"['Maths', 'Number', 'Factors, Multiples and Primes', 'Prime Numbers and Prime Factors']"
1735,"['Maths', 'Geometry and Measure', 'Area of Simple Shapes', 'Perimeter and Area']"
487,"['Maths', 'Geometry and Measure', 'Perimeter and Area', 'Compound Area']"
1516,"['Maths', 'Data and Statistics', 'Averages (mean, median, mode) from a List of Data', 'Data Processing']"
725,"['Maths', 'Number', 'Ratio', 'Geometry and Measure', 'Construction, Loci and Scale Drawing', 'Construction, Loci and Scale Drawing-Others', 'Scale Drawing and Maps']"
180,"['Maths', 'Number', 'Basic Arithmetic', 'Counting']"
566,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Addition and Subtraction']"
107,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Addition and Subtraction']"
482,"['Maths', 'Number', 'Basic Arithmetic', 'Counting']"
348,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Addition and Subtraction']"
1153,"['Maths', 'Number', 'Basic Arithmetic', 'Counting']"
86,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Addition and Subtraction']"
1565,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Addition and Subtraction']"
223,"['Maths', 'Algebra', 'Sequences', 'Linear Sequences (nth term)']"
667,"['Maths', 'Algebra', 'Rearranging Formula and Equations', 'Formula']"
104,"['Maths', 'Algebra', 'Expanding Single Brackets', 'Expanding Brackets']"
1510,"['Maths', 'Algebra', 'Sequences', 'Linear Sequences (nth term)']"
477,"['Maths', 'Number', 'Basic Arithmetic', 'Written Subtraction']"
895,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Addition and Subtraction']"
1032,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Addition and Subtraction']"
449,"['Maths', 'Geometry and Measure', 'Perimeter', 'Perimeter and Area']"
22,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Addition and Subtraction', 'Mental Multiplication and Division']"
690,"['Maths', 'Algebra', 'Sequences', 'Linear Sequences (nth term)']"
1051,"['Maths', 'Number', 'Indices, Powers and Roots', 'Square Roots, Cube Roots, etc']"
1456,"['Maths', 'Number', 'Basic Arithmetic', 'Roman Numerals']"
1007,"['Maths', 'Number', 'Rounding and Estimating', 'Rounding to the Nearest Whole (10, 100, etc)']"
379,"['Maths', 'Number', 'Factors, Multiples and Primes', 'Multiples and Lowest Common Multiple']"
1581,"['Maths', 'Number', 'Basic Arithmetic', 'Place Value']"
981,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Addition and Subtraction']"
1009,"['Maths', 'Geometry and Measure', 'Area of Simple Shapes', 'Perimeter and Area']"
747,"['Maths', 'Number', 'Decimals', 'Multiplying and Dividing with Decimals']"
560,"['Maths', 'Geometry and Measure', 'Properties of Quadrilaterals', '2D Names and Properties of Shapes']"
592,"['Maths', 'Geometry and Measure', 'Angles', 'Angles in Polygons']"
44,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Multiplication and Division']"
1226,"['Maths', 'Number', 'Basic Money', 'Money']"
277,"['Maths', 'Number', 'Indices, Powers and Roots', 'Squares, Cubes, etc']"
911,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Addition and Subtraction']"
960,"['Maths', 'Number', 'Basic Arithmetic', 'Written Multiplication']"
1050,"['Maths', 'Geometry and Measure', 'Area of Simple Shapes', 'Perimeter and Area']"
1723,"['Maths', 'Geometry and Measure', 'Volume and Surface Area', 'Volume of Prisms']"
825,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Multiplication and Division']"
1414,"['Maths', 'Number', 'Factors, Multiples and Primes', 'Factors and Highest Common Factor']"
625,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Multiplication and Division']"
34,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Addition and Subtraction']"
1327,"['Maths', 'Number', 'Basic Arithmetic', 'Place Value']"
1626,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Addition and Subtraction']"
1605,"['Maths', 'Number', 'Rounding and Estimating', 'Estimation']"
403,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Addition and Subtraction']"
905,"['Maths', 'Number', 'Basic Arithmetic', 'Place Value']"
1300,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Addition and Subtraction']"
1611,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Addition and Subtraction']"
1114,"['Maths', 'Number', 'BIDMAS', 'Basic Arithmetic']"
993,"['Maths', 'Geometry and Measure', 'Area of Simple Shapes', 'Perimeter and Area']"
1422,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Multiplication and Division']"
1205,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Multiplication and Division']"
1658,"['Maths', 'Number', 'Basic Arithmetic', 'Place Value']"
733,"['Maths', 'Number', 'Basic Arithmetic', 'Place Value']"
868,"['Maths', 'Number', 'Basic Arithmetic', 'Place Value']"
1069,"['Maths', 'Number', 'Factors, Multiples and Primes', 'Multiples and Lowest Common Multiple']"
1232,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Addition and Subtraction']"
944,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Addition and Subtraction']"
1664,"['Maths', 'Number', 'Basic Money', 'Money']"
1729,"['Maths', 'Number', 'Basic Money', 'Money']"
1541,"['Maths', 'Number', 'Basic Money', 'Money']"
626,"['Maths', 'Number', 'Basic Arithmetic', 'Place Value']"
584,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Multiplication and Division']"
170,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Multiplication and Division']"
427,"['Maths', 'Number', 'Basic Arithmetic', 'Counting']"
544,"['Maths', 'Number', 'Basic Arithmetic', 'Place Value']"
1233,"['Maths', 'Number', 'Basic Arithmetic', 'Counting']"
1173,"['Maths', 'Number', 'Basic Arithmetic', 'Counting']"
1207,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Addition and Subtraction']"
663,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Addition and Subtraction']"
969,"['Maths', 'Geometry and Measure', 'Properties of Polygons', '2D Names and Properties of Shapes']"
1357,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Addition and Subtraction']"
1489,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Multiplication and Division']"
239,"['Maths', 'Number', 'Factors, Multiples and Primes', 'Factors and Highest Common Factor']"
1604,"['Maths', 'Number', 'Indices, Powers and Roots', 'Squares, Cubes, etc']"
232,"['Maths', 'Number', 'Indices, Powers and Roots', 'Squares, Cubes, etc']"
1496,"['Maths', 'Number', 'Factors, Multiples and Primes', 'Prime Numbers and Prime Factors']"
1721,"['Maths', 'Geometry and Measure', 'Perimeter and Area', 'Compound Area']"
475,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Multiplication and Division']"
916,"['Maths', 'Data and Statistics', 'Pie Chart', 'Data Representation']"
309,"['Maths', 'Geometry and Measure', 'Compound Measures', 'Speed, Distance, Time']"
316,"['Maths', 'Number', 'Percentages', 'Percentages of an Amount']"
1624,"['Maths', 'Number', 'Percentages', 'Percentage Increase and Decrease']"
1161,"['Maths', 'Number', 'Percentages', 'Percentage Increase and Decrease']"
205,"['Maths', 'Number', 'Decimals', 'Adding and Subtracting with Decimals', 'Multiplying and Dividing with Decimals']"
616,"['Maths', 'Number', 'Factors, Multiples and Primes', 'Prime Numbers and Prime Factors']"
866,"['Maths', 'Number', 'Fractions', 'Adding and Subtracting Fractions']"
1396,"['Maths', 'Geometry and Measure', 'Angles', 'Angles in Triangles']"
1754,"['Maths', 'Geometry and Measure', 'Construction, Loci and Scale Drawing', 'Loci Scenarios']"
1054,"['Maths', 'Number', 'Fractions', 'Multiplying Fractions']"
502,"['Maths', 'Geometry and Measure', 'Units of Measurement', 'Time']"
492,"['Maths', 'Geometry and Measure', 'Circles', 'Area of a Circle']"
1365,"['Maths', 'Geometry and Measure', 'Area of Simple Shapes', 'Perimeter and Area']"
512,"['Maths', 'Number', 'Factors, Multiples and Primes', 'Prime Numbers and Prime Factors']"
731,"['Maths', 'Number', 'Rounding and Estimating', 'Basic Arithmetic', 'Rounding to the Nearest Whole (10, 100, etc)', 'Basic Arithmetic-Others']"
836,"['Maths', 'Algebra', 'Sequences', 'Linear Sequences (nth term)']"
1140,"['Maths', 'Number', 'Fractions', 'Multiplying Fractions']"
125,"['Maths', 'Number', 'Fractions', 'Multiplying Fractions']"
1683,"['Maths', 'Number', 'Fractions', 'Dividing Fractions']"
356,"['Maths', 'Number', 'Fractions, Decimals and Percentage Equivalence', 'Converting between Fractions and Decimals']"
254,"['Maths', 'Number', 'Fractions, Decimals and Percentage Equivalence', 'Converting between Fractions and Decimals', 'Converting between Fractions and Percentages']"
1408,"['Maths', 'Algebra', 'Co-ordinates', 'Naming Co-ordinates in 2D']"
1477,"['Maths', 'Geometry and Measure', 'Translation and Vectors', 'Transformations']"
681,"['Maths', 'Geometry and Measure', 'Translation and Vectors', 'Transformations']"
1305,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Multiplication and Division']"
198,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Multiplication and Division']"
1229,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Multiplication and Division']"
1167,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Multiplication and Division']"
1411,"['Maths', 'Number', 'Indices, Powers and Roots', 'Squares, Cubes, etc']"
872,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Multiplication and Division']"
1467,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Multiplication and Division']"
1104,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Multiplication and Division']"
1276,"['Maths', 'Geometry and Measure', 'Perimeter', 'Perimeter and Area']"
314,"['Maths', 'Number', 'Fractions', 'Simplifying Fractions']"
368,"['Maths', 'Number', 'Fractions', 'Ordering Fractions']"
480,"['Maths', 'Algebra', 'Sequences', 'Linear Sequences (nth term)']"
